id,condition,timeRange,location,average
997781,rainy,night,Paris,22
997782,rainy,night,Sydney,18
997783,sunny,evening,Sydney,21
997784,rainy,night,London,20
997785,windy,morning,New York,10
997786,windy,evening,New York,29
997787,windy,night,Paris,21
997788,windy,morning,Paris,27
997789,windy,night,Sydney,25
997790,stormy,night,London,28
997791,rainy,night,London,23
997792,cloudy,night,New York,13
997793,snowy,afternoon,Sydney,27
997794,cloudy,evening,London,24
997795,snowy,afternoon,Tokyo,13
997796,windy,morning,London,21
997797,cloudy,afternoon,Sydney,19
997798,rainy,morning,Tokyo,26
997799,stormy,evening,Tokyo,22
997800,windy,night,London,25
997801,stormy,evening,Berlin,13
997802,windy,morning,Paris,28
997803,windy,evening,New York,17
997804,cloudy,evening,London,16
997805,sunny,evening,New York,19
997806,sunny,afternoon,Paris,19
997807,sunny,morning,London,15
997808,cloudy,evening,Berlin,25
997809,snowy,evening,Berlin,23
997810,windy,night,Berlin,10
997811,sunny,evening,Sydney,12
997812,snowy,night,Tokyo,15
997813,rainy,night,Paris,18
997814,sunny,evening,Sydney,12
997815,rainy,night,Sydney,22
997816,stormy,evening,London,17
997817,cloudy,night,Tokyo,23
997818,rainy,night,New York,15
997819,rainy,afternoon,New York,15
997820,rainy,afternoon,Berlin,11
997821,windy,morning,Paris,23
997822,windy,evening,Paris,14
997823,rainy,evening,London,18
997824,cloudy,afternoon,Tokyo,15
997825,cloudy,afternoon,Berlin,13
997826,sunny,morning,Tokyo,18
997827,windy,evening,New York,22
997828,snowy,afternoon,Sydney,29
997829,rainy,afternoon,New York,11
997830,windy,evening,New York,14
997831,stormy,night,New York,18
997832,sunny,afternoon,Sydney,25
997833,stormy,afternoon,Paris,26
997834,cloudy,afternoon,London,12
997835,snowy,afternoon,Sydney,28
997836,rainy,afternoon,London,14
997837,rainy,morning,Berlin,22
997838,sunny,morning,Paris,16
997839,rainy,evening,Sydney,25
997840,snowy,night,Berlin,19
997841,rainy,evening,New York,10
997842,stormy,morning,Tokyo,29
997843,stormy,afternoon,New York,27
997844,rainy,morning,London,20
997845,windy,afternoon,New York,19
997846,snowy,afternoon,Tokyo,29
997847,snowy,afternoon,Tokyo,28
997848,snowy,night,London,19
997849,snowy,morning,London,12
997850,cloudy,afternoon,Tokyo,15
997851,cloudy,night,London,20
997852,rainy,night,Sydney,28
997853,cloudy,evening,London,23
997854,sunny,morning,New York,28
997855,windy,morning,Tokyo,13
997856,cloudy,evening,London,24
997857,windy,night,Tokyo,20
997858,cloudy,night,Sydney,13
997859,windy,night,London,13
997860,cloudy,morning,Berlin,13
997861,snowy,night,London,21
997862,windy,night,Berlin,16
997863,stormy,morning,Paris,17
997864,cloudy,evening,Paris,19
997865,windy,morning,London,10
997866,rainy,evening,Berlin,27
997867,sunny,night,Berlin,17
997868,rainy,morning,New York,10
997869,snowy,morning,Berlin,15
997870,cloudy,morning,Tokyo,15
997871,snowy,morning,Tokyo,21
997872,cloudy,night,Tokyo,23
997873,rainy,morning,New York,13
997874,stormy,night,New York,24
997875,cloudy,night,London,17
997876,stormy,morning,Tokyo,13
997877,stormy,night,Berlin,12
997878,cloudy,afternoon,New York,10
997879,cloudy,morning,New York,19
997880,windy,afternoon,Paris,25
997881,rainy,afternoon,Paris,24
997882,windy,afternoon,Paris,24
997883,cloudy,evening,Paris,22
997884,stormy,morning,London,13
997885,snowy,night,Berlin,20
997886,cloudy,evening,Berlin,20
997887,rainy,morning,Paris,16
997888,snowy,night,Berlin,20
997889,rainy,morning,New York,14
997890,sunny,morning,Paris,18
997891,sunny,afternoon,Tokyo,26
997892,sunny,afternoon,Sydney,11
997893,stormy,evening,New York,24
997894,sunny,afternoon,Sydney,14
997895,stormy,afternoon,Sydney,26
997896,windy,night,London,25
997897,windy,morning,London,17
997898,stormy,afternoon,New York,16
997899,sunny,morning,Sydney,26
997900,snowy,morning,Tokyo,23
997901,stormy,afternoon,New York,22
997902,snowy,afternoon,Sydney,16
997903,cloudy,morning,Berlin,28
997904,rainy,night,Sydney,21
997905,stormy,morning,Berlin,13
997906,windy,afternoon,Berlin,26
997907,snowy,afternoon,Berlin,21
997908,cloudy,afternoon,Paris,25
997909,snowy,evening,Paris,27
997910,windy,night,Paris,15
997911,rainy,morning,Sydney,13
997912,rainy,afternoon,London,19
997913,windy,morning,New York,21
997914,snowy,night,Tokyo,18
997915,sunny,afternoon,Sydney,10
997916,sunny,afternoon,Sydney,23
997917,sunny,afternoon,New York,12
997918,stormy,evening,London,25
997919,stormy,afternoon,London,14
997920,windy,morning,Paris,10
997921,cloudy,morning,Berlin,11
997922,sunny,night,Paris,21
997923,cloudy,morning,New York,14
997924,windy,night,Berlin,27
997925,cloudy,afternoon,Berlin,26
997926,sunny,afternoon,London,23
997927,cloudy,afternoon,Tokyo,21
997928,cloudy,morning,Berlin,18
997929,windy,afternoon,New York,24
997930,snowy,morning,Tokyo,19
997931,rainy,afternoon,Tokyo,13
997932,windy,afternoon,London,13
997933,sunny,afternoon,Berlin,21
997934,sunny,morning,Tokyo,18
997935,sunny,night,Berlin,29
997936,sunny,night,Sydney,24
997937,snowy,evening,London,12
997938,sunny,afternoon,Sydney,14
997939,cloudy,morning,Berlin,29
997940,windy,evening,Paris,24
997941,cloudy,evening,Sydney,14
997942,rainy,evening,Sydney,24
997943,sunny,night,Sydney,18
997944,snowy,afternoon,Sydney,13
997945,windy,night,Tokyo,20
997946,rainy,morning,Berlin,13
997947,snowy,night,Sydney,20
997948,cloudy,evening,London,10
997949,rainy,afternoon,Sydney,11
997950,snowy,morning,New York,14
997951,cloudy,afternoon,Tokyo,18
997952,stormy,afternoon,Berlin,28
997953,sunny,night,Tokyo,14
997954,rainy,morning,Paris,21
997955,stormy,morning,Berlin,27
997956,cloudy,evening,Tokyo,13
997957,sunny,morning,Sydney,24
997958,sunny,evening,Tokyo,26
997959,snowy,night,London,16
997960,windy,afternoon,Paris,18
997961,sunny,morning,Sydney,11
997962,cloudy,afternoon,Tokyo,29
997963,stormy,evening,New York,15
997964,snowy,afternoon,Berlin,28
997965,sunny,evening,Berlin,11
997966,cloudy,morning,Berlin,15
997967,windy,morning,Berlin,19
997968,rainy,morning,Berlin,23
997969,stormy,evening,Berlin,27
997970,sunny,morning,Tokyo,18
997971,stormy,morning,New York,20
997972,rainy,night,Tokyo,24
997973,sunny,afternoon,London,18
997974,stormy,morning,Berlin,25
997975,sunny,afternoon,London,25
997976,sunny,afternoon,Sydney,21
997977,stormy,night,Sydney,20
997978,windy,morning,London,17
997979,rainy,night,Berlin,14
997980,rainy,morning,Sydney,17
997981,snowy,afternoon,New York,14
997982,snowy,evening,Berlin,22
997983,sunny,afternoon,Berlin,16
997984,windy,night,Paris,11
997985,snowy,evening,Paris,13
997986,stormy,night,New York,14
997987,stormy,morning,Paris,11
997988,snowy,night,Berlin,18
997989,windy,night,Tokyo,19
997990,sunny,morning,Berlin,28
997991,windy,morning,Paris,14
997992,rainy,night,Tokyo,13
997993,windy,evening,Paris,17
997994,sunny,morning,Sydney,17
997995,snowy,morning,Paris,19
997996,sunny,morning,New York,19
997997,snowy,afternoon,Tokyo,19
997998,sunny,afternoon,New York,24
997999,stormy,morning,Paris,11
998000,snowy,night,Tokyo,27
998001,windy,evening,Berlin,15
998002,rainy,afternoon,Berlin,26
998003,windy,afternoon,Sydney,11
998004,rainy,night,Paris,21
998005,windy,morning,Tokyo,17
998006,cloudy,night,Sydney,22
998007,stormy,night,New York,16
998008,cloudy,night,London,25
998009,windy,night,London,26
998010,cloudy,night,Paris,14
998011,rainy,afternoon,London,17
998012,rainy,evening,London,22
998013,cloudy,evening,Berlin,14
998014,sunny,morning,Paris,28
998015,stormy,afternoon,Paris,28
998016,snowy,night,London,24
998017,sunny,afternoon,Sydney,10
998018,sunny,evening,Paris,28
998019,snowy,night,Tokyo,13
998020,sunny,evening,New York,27
998021,snowy,evening,Sydney,22
998022,sunny,afternoon,Tokyo,24
998023,windy,evening,Berlin,12
998024,windy,morning,New York,16
998025,cloudy,morning,Sydney,22
998026,stormy,afternoon,Paris,22
998027,snowy,night,Paris,22
998028,sunny,evening,Tokyo,11
998029,cloudy,afternoon,Paris,15
998030,sunny,afternoon,Paris,10
998031,snowy,afternoon,Berlin,11
998032,cloudy,morning,Berlin,11
998033,snowy,evening,Berlin,15
998034,snowy,night,London,24
998035,cloudy,evening,New York,12
998036,snowy,afternoon,New York,28
998037,windy,night,Berlin,16
998038,stormy,evening,Tokyo,20
998039,stormy,evening,Sydney,18
998040,stormy,night,Tokyo,19
998041,stormy,night,Sydney,23
998042,windy,morning,Berlin,21
998043,rainy,evening,Tokyo,20
998044,cloudy,night,Sydney,29
998045,windy,morning,Tokyo,10
998046,rainy,afternoon,Sydney,22
998047,sunny,afternoon,Tokyo,10
998048,windy,morning,London,17
998049,rainy,night,Tokyo,21
998050,cloudy,morning,London,24
998051,rainy,afternoon,Berlin,26
998052,stormy,afternoon,Paris,20
998053,rainy,night,Tokyo,10
998054,stormy,evening,London,19
998055,stormy,evening,Paris,12
998056,rainy,night,London,27
998057,snowy,afternoon,New York,16
998058,snowy,afternoon,Tokyo,11
998059,stormy,afternoon,London,29
998060,rainy,morning,London,11
998061,windy,evening,London,26
998062,stormy,afternoon,Tokyo,12
998063,stormy,morning,Berlin,27
998064,windy,night,London,22
998065,windy,morning,London,13
998066,windy,morning,New York,21
998067,rainy,afternoon,Berlin,18
998068,snowy,afternoon,Sydney,15
998069,snowy,night,Sydney,18
998070,windy,morning,Tokyo,10
998071,snowy,night,Paris,18
998072,cloudy,evening,Tokyo,21
998073,cloudy,evening,Berlin,14
998074,rainy,night,Sydney,11
998075,windy,evening,New York,20
998076,windy,evening,Sydney,10
998077,cloudy,night,London,27
998078,sunny,evening,Tokyo,15
998079,sunny,afternoon,Sydney,27
998080,snowy,night,Paris,20
998081,stormy,afternoon,New York,13
998082,sunny,morning,Tokyo,16
998083,windy,night,New York,24
998084,windy,night,Tokyo,28
998085,windy,evening,Sydney,27
998086,stormy,evening,Tokyo,28
998087,stormy,night,New York,23
998088,snowy,afternoon,Paris,10
998089,rainy,morning,London,20
998090,cloudy,evening,New York,18
998091,cloudy,afternoon,Tokyo,21
998092,sunny,morning,Paris,20
998093,sunny,night,London,25
998094,windy,afternoon,New York,28
998095,stormy,morning,Berlin,10
998096,snowy,morning,Berlin,27
998097,cloudy,morning,Paris,10
998098,windy,morning,Sydney,25
998099,stormy,evening,Berlin,29
998100,windy,night,London,28
998101,cloudy,evening,Berlin,15
998102,rainy,afternoon,London,21
998103,rainy,evening,Sydney,28
998104,snowy,morning,New York,24
998105,snowy,evening,Sydney,22
998106,sunny,night,Paris,18
998107,snowy,afternoon,New York,20
998108,snowy,morning,Paris,13
998109,rainy,evening,London,23
998110,rainy,morning,New York,16
998111,sunny,evening,Paris,22
998112,windy,morning,Berlin,29
998113,snowy,morning,Paris,16
998114,windy,morning,Berlin,20
998115,stormy,afternoon,New York,24
998116,cloudy,night,Paris,11
998117,windy,evening,Berlin,17
998118,snowy,morning,London,14
998119,windy,morning,New York,26
998120,snowy,morning,New York,27
998121,sunny,morning,London,17
998122,cloudy,evening,New York,24
998123,snowy,evening,London,24
998124,sunny,evening,Paris,28
998125,rainy,evening,Sydney,22
998126,stormy,afternoon,Tokyo,29
998127,snowy,night,Paris,19
998128,snowy,morning,Tokyo,23
998129,windy,afternoon,Tokyo,27
998130,snowy,evening,Tokyo,11
998131,snowy,morning,Sydney,19
998132,cloudy,morning,London,16
998133,snowy,night,Berlin,15
998134,sunny,night,Tokyo,24
998135,rainy,morning,Tokyo,26
998136,stormy,evening,Paris,14
998137,stormy,evening,Sydney,14
998138,rainy,evening,Tokyo,22
998139,sunny,night,Berlin,27
998140,windy,morning,Tokyo,16
998141,cloudy,night,Tokyo,26
998142,stormy,night,New York,21
998143,snowy,evening,Sydney,11
998144,rainy,morning,New York,15
998145,stormy,afternoon,Sydney,20
998146,stormy,afternoon,Tokyo,24
998147,sunny,afternoon,Tokyo,12
998148,stormy,night,London,19
998149,cloudy,night,Tokyo,14
998150,stormy,morning,Tokyo,29
998151,snowy,afternoon,Berlin,19
998152,rainy,afternoon,Berlin,18
998153,windy,night,Paris,12
998154,stormy,afternoon,Berlin,23
998155,windy,afternoon,Paris,12
998156,snowy,morning,London,16
998157,sunny,night,Sydney,16
998158,rainy,afternoon,Berlin,26
998159,snowy,afternoon,Sydney,14
998160,sunny,night,Sydney,24
998161,cloudy,evening,Paris,25
998162,stormy,afternoon,Berlin,12
998163,windy,afternoon,Paris,19
998164,windy,evening,London,11
998165,sunny,morning,Paris,10
998166,windy,morning,Paris,20
998167,windy,night,Paris,10
998168,sunny,afternoon,Berlin,29
998169,snowy,evening,Sydney,13
998170,windy,afternoon,Paris,13
998171,windy,afternoon,Paris,17
998172,rainy,evening,New York,19
998173,stormy,morning,New York,11
998174,windy,evening,Berlin,18
998175,rainy,morning,New York,17
998176,windy,evening,Tokyo,24
998177,cloudy,afternoon,Paris,13
998178,stormy,evening,New York,26
998179,cloudy,morning,Tokyo,29
998180,sunny,morning,Sydney,29
998181,stormy,evening,Paris,28
998182,sunny,afternoon,Paris,27
998183,sunny,evening,Berlin,19
998184,sunny,afternoon,London,29
998185,windy,morning,Berlin,19
998186,sunny,night,London,16
998187,rainy,afternoon,New York,20
998188,stormy,afternoon,New York,15
998189,sunny,night,Berlin,20
998190,stormy,morning,New York,18
998191,stormy,evening,Tokyo,16
998192,cloudy,morning,London,13
998193,snowy,evening,London,27
998194,snowy,evening,Sydney,25
998195,rainy,morning,Sydney,13
998196,cloudy,evening,Tokyo,24
998197,windy,morning,Paris,20
998198,windy,evening,Sydney,13
998199,rainy,evening,London,25
998200,cloudy,night,London,25
998201,cloudy,evening,New York,14
998202,snowy,evening,New York,26
998203,rainy,afternoon,Tokyo,12
998204,rainy,night,New York,10
998205,stormy,evening,Berlin,12
998206,cloudy,afternoon,Berlin,21
998207,snowy,evening,London,18
998208,windy,morning,Sydney,11
998209,stormy,night,Sydney,19
998210,stormy,evening,London,28
998211,snowy,evening,Tokyo,19
998212,rainy,evening,Paris,25
998213,cloudy,evening,London,11
998214,windy,evening,Berlin,17
998215,windy,morning,New York,20
998216,cloudy,night,Sydney,27
998217,rainy,afternoon,Berlin,23
998218,sunny,evening,Tokyo,15
998219,windy,evening,Sydney,19
998220,snowy,night,Paris,25
998221,snowy,morning,Sydney,28
998222,stormy,night,Sydney,13
998223,rainy,afternoon,Berlin,22
998224,cloudy,night,London,15
998225,stormy,morning,Tokyo,21
998226,windy,night,Paris,22
998227,rainy,evening,Tokyo,16
998228,cloudy,afternoon,New York,22
998229,sunny,morning,Sydney,18
998230,cloudy,morning,London,14
998231,snowy,night,Sydney,26
998232,rainy,night,New York,21
998233,stormy,morning,Tokyo,21
998234,sunny,evening,London,23
998235,stormy,night,Berlin,22
998236,sunny,afternoon,New York,24
998237,cloudy,afternoon,Berlin,23
998238,windy,evening,New York,23
998239,stormy,morning,Tokyo,20
998240,windy,morning,Tokyo,22
998241,cloudy,morning,Sydney,27
998242,cloudy,evening,Berlin,26
998243,rainy,afternoon,Berlin,28
998244,snowy,evening,New York,25
998245,stormy,morning,Sydney,17
998246,rainy,night,Tokyo,24
998247,windy,night,Paris,15
998248,snowy,evening,New York,27
998249,snowy,night,Paris,22
998250,windy,afternoon,London,25
998251,windy,morning,Berlin,21
998252,snowy,morning,Sydney,17
998253,rainy,morning,Tokyo,28
998254,snowy,afternoon,Sydney,14
998255,rainy,morning,Berlin,15
998256,sunny,morning,Tokyo,25
998257,sunny,night,London,11
998258,snowy,evening,London,15
998259,windy,afternoon,Tokyo,12
998260,snowy,night,London,17
998261,cloudy,evening,London,27
998262,cloudy,afternoon,Sydney,13
998263,windy,evening,Berlin,11
998264,rainy,night,Sydney,11
998265,rainy,afternoon,New York,13
998266,sunny,night,Sydney,15
998267,rainy,morning,Tokyo,23
998268,sunny,night,Sydney,23
998269,rainy,morning,Berlin,11
998270,cloudy,afternoon,Sydney,16
998271,windy,afternoon,Tokyo,10
998272,sunny,evening,New York,13
998273,snowy,night,London,22
998274,rainy,evening,Berlin,10
998275,snowy,evening,Berlin,27
998276,snowy,night,London,13
998277,rainy,afternoon,Paris,12
998278,cloudy,night,Paris,15
998279,snowy,afternoon,Tokyo,16
998280,windy,afternoon,Berlin,26
998281,snowy,evening,London,11
998282,windy,morning,Tokyo,26
998283,sunny,afternoon,Berlin,23
998284,snowy,night,New York,12
998285,cloudy,afternoon,Paris,19
998286,sunny,night,London,15
998287,stormy,afternoon,New York,18
998288,rainy,evening,Paris,11
998289,rainy,morning,London,23
998290,stormy,afternoon,London,22
998291,cloudy,morning,New York,22
998292,cloudy,night,London,26
998293,cloudy,afternoon,Tokyo,24
998294,snowy,evening,New York,27
998295,rainy,morning,Berlin,13
998296,windy,evening,Tokyo,17
998297,windy,evening,Berlin,29
998298,rainy,night,New York,25
998299,stormy,afternoon,Tokyo,25
998300,cloudy,afternoon,Sydney,22
998301,stormy,evening,Berlin,18
998302,sunny,afternoon,Berlin,27
998303,sunny,afternoon,Berlin,28
998304,rainy,evening,Paris,25
998305,sunny,afternoon,New York,13
998306,rainy,evening,Paris,25
998307,snowy,night,New York,21
998308,sunny,morning,Tokyo,26
998309,cloudy,afternoon,Tokyo,18
998310,snowy,afternoon,Sydney,10
998311,rainy,afternoon,Sydney,29
998312,sunny,night,Tokyo,25
998313,sunny,morning,Tokyo,23
998314,snowy,morning,New York,23
998315,windy,evening,Paris,21
998316,rainy,night,Sydney,17
998317,snowy,morning,Tokyo,20
998318,snowy,afternoon,London,24
998319,stormy,morning,Sydney,22
998320,rainy,afternoon,Tokyo,18
998321,cloudy,morning,New York,17
998322,windy,evening,New York,13
998323,cloudy,afternoon,Tokyo,15
998324,cloudy,night,Tokyo,16
998325,stormy,afternoon,London,14
998326,cloudy,night,Sydney,12
998327,snowy,morning,Sydney,21
998328,windy,morning,Berlin,11
998329,sunny,morning,Paris,28
998330,sunny,morning,Sydney,13
998331,stormy,afternoon,Sydney,22
998332,cloudy,evening,London,18
998333,stormy,morning,Sydney,18
998334,sunny,afternoon,Berlin,26
998335,cloudy,afternoon,New York,29
998336,windy,morning,Berlin,19
998337,stormy,evening,London,28
998338,cloudy,morning,Tokyo,20
998339,windy,morning,New York,20
998340,cloudy,evening,London,17
998341,rainy,afternoon,Tokyo,16
998342,rainy,night,London,20
998343,stormy,afternoon,Tokyo,10
998344,snowy,night,New York,18
998345,stormy,evening,Sydney,12
998346,cloudy,evening,Paris,25
998347,snowy,afternoon,New York,25
998348,snowy,night,New York,29
998349,cloudy,afternoon,London,18
998350,sunny,night,London,11
998351,windy,afternoon,Paris,27
998352,snowy,night,Paris,12
998353,cloudy,night,New York,17
998354,rainy,night,Tokyo,15
998355,stormy,morning,Berlin,17
998356,windy,evening,New York,19
998357,rainy,afternoon,Paris,10
998358,snowy,morning,Paris,14
998359,windy,evening,Sydney,19
998360,sunny,morning,New York,29
998361,rainy,evening,Tokyo,16
998362,sunny,morning,London,24
998363,stormy,evening,Sydney,24
998364,windy,afternoon,Paris,25
998365,cloudy,morning,Berlin,14
998366,windy,night,Berlin,26
998367,windy,afternoon,Sydney,28
998368,snowy,night,Paris,15
998369,windy,night,Paris,26
998370,rainy,night,Berlin,12
998371,cloudy,morning,Paris,10
998372,windy,morning,London,20
998373,cloudy,night,New York,10
998374,rainy,afternoon,London,25
998375,stormy,evening,Sydney,22
998376,rainy,evening,Berlin,15
998377,windy,afternoon,London,12
998378,snowy,evening,Tokyo,28
998379,stormy,morning,Tokyo,24
998380,sunny,afternoon,Berlin,27
998381,windy,evening,Tokyo,21
998382,cloudy,night,New York,10
998383,snowy,afternoon,London,17
998384,stormy,night,London,11
998385,stormy,morning,Paris,11
998386,windy,evening,London,10
998387,rainy,evening,Tokyo,16
998388,windy,afternoon,London,20
998389,snowy,night,Berlin,21
998390,cloudy,night,Sydney,16
998391,stormy,night,Tokyo,12
998392,snowy,morning,London,24
998393,rainy,morning,Sydney,17
998394,snowy,evening,New York,16
998395,cloudy,evening,Berlin,29
998396,snowy,morning,Paris,16
998397,snowy,morning,Berlin,25
998398,windy,night,Berlin,16
998399,cloudy,afternoon,New York,15
998400,snowy,afternoon,Tokyo,10
998401,snowy,afternoon,Paris,21
998402,stormy,evening,London,25
998403,cloudy,night,London,29
998404,stormy,night,Sydney,24
998405,windy,night,Tokyo,15
998406,stormy,evening,New York,27
998407,windy,afternoon,Paris,29
998408,stormy,evening,New York,27
998409,snowy,night,Berlin,14
998410,rainy,night,Tokyo,25
998411,snowy,morning,Berlin,10
998412,cloudy,afternoon,London,18
998413,stormy,evening,Tokyo,25
998414,rainy,morning,Sydney,25
998415,windy,evening,New York,15
998416,stormy,morning,London,28
998417,windy,night,London,20
998418,stormy,night,Tokyo,28
998419,windy,morning,London,23
998420,snowy,afternoon,Berlin,28
998421,rainy,night,New York,12
998422,snowy,afternoon,Sydney,12
998423,rainy,evening,Berlin,19
998424,sunny,night,London,27
998425,cloudy,night,Tokyo,14
998426,rainy,evening,Tokyo,29
998427,windy,morning,Berlin,29
998428,cloudy,morning,London,25
998429,snowy,night,Berlin,17
998430,rainy,morning,New York,13
998431,cloudy,morning,New York,14
998432,snowy,afternoon,Tokyo,19
998433,windy,morning,New York,27
998434,sunny,morning,Berlin,26
998435,stormy,afternoon,Tokyo,23
998436,cloudy,afternoon,Sydney,11
998437,stormy,morning,New York,16
998438,cloudy,afternoon,Sydney,16
998439,windy,night,London,25
998440,stormy,morning,Berlin,22
998441,cloudy,evening,Sydney,13
998442,stormy,afternoon,New York,26
998443,rainy,evening,Berlin,15
998444,stormy,afternoon,New York,28
998445,windy,evening,Berlin,18
998446,rainy,night,Tokyo,23
998447,stormy,evening,Sydney,25
998448,cloudy,afternoon,Berlin,24
998449,stormy,morning,London,27
998450,sunny,morning,Berlin,17
998451,rainy,morning,New York,11
998452,windy,afternoon,Paris,18
998453,rainy,evening,Berlin,25
998454,stormy,afternoon,London,23
998455,cloudy,night,Tokyo,22
998456,cloudy,afternoon,Tokyo,26
998457,cloudy,night,Paris,20
998458,sunny,afternoon,Tokyo,19
998459,rainy,afternoon,Berlin,11
998460,rainy,night,Berlin,17
998461,windy,evening,New York,14
998462,sunny,morning,Berlin,14
998463,stormy,morning,London,29
998464,windy,morning,Sydney,11
998465,snowy,morning,London,20
998466,windy,evening,New York,13
998467,sunny,evening,Berlin,28
998468,windy,afternoon,Tokyo,11
998469,snowy,afternoon,Paris,17
998470,windy,morning,Tokyo,15
998471,windy,night,Tokyo,10
998472,snowy,night,London,14
998473,sunny,morning,Paris,22
998474,stormy,afternoon,Sydney,16
998475,cloudy,night,London,21
998476,sunny,evening,London,25
998477,snowy,morning,Tokyo,16
998478,rainy,night,Paris,16
998479,sunny,evening,Sydney,12
998480,cloudy,night,Tokyo,15
998481,windy,morning,Berlin,25
998482,cloudy,evening,New York,14
998483,snowy,afternoon,Tokyo,18
998484,sunny,evening,Paris,24
998485,sunny,night,Berlin,18
998486,snowy,afternoon,London,18
998487,windy,night,Tokyo,26
998488,sunny,evening,New York,14
998489,windy,afternoon,London,16
998490,stormy,afternoon,Paris,10
998491,stormy,morning,Berlin,15
998492,rainy,morning,Tokyo,24
998493,cloudy,evening,Tokyo,15
998494,cloudy,night,Paris,15
998495,rainy,evening,Berlin,14
998496,windy,evening,London,20
998497,snowy,evening,Tokyo,15
998498,windy,night,New York,10
998499,cloudy,morning,Sydney,12
998500,sunny,evening,New York,11
998501,snowy,night,Berlin,24
998502,stormy,afternoon,Berlin,19
998503,snowy,evening,Tokyo,20
998504,snowy,night,London,11
998505,sunny,night,Sydney,12
998506,cloudy,afternoon,New York,15
998507,sunny,morning,New York,12
998508,rainy,night,Sydney,14
998509,stormy,evening,Berlin,18
998510,windy,evening,London,12
998511,snowy,night,Berlin,21
998512,cloudy,afternoon,Sydney,26
998513,cloudy,night,Paris,10
998514,stormy,afternoon,London,16
998515,sunny,morning,Sydney,17
998516,stormy,night,Berlin,22
998517,sunny,night,Paris,23
998518,windy,morning,Sydney,19
998519,rainy,morning,Paris,18
998520,windy,night,New York,16
998521,rainy,afternoon,Tokyo,27
998522,windy,night,Berlin,29
998523,sunny,evening,Paris,20
998524,rainy,evening,New York,19
998525,snowy,night,London,17
998526,snowy,evening,Berlin,12
998527,stormy,afternoon,New York,17
998528,windy,morning,London,11
998529,stormy,morning,Paris,19
998530,stormy,evening,New York,12
998531,sunny,afternoon,Sydney,21
998532,sunny,morning,Sydney,23
998533,rainy,morning,London,25
998534,stormy,morning,Sydney,26
998535,cloudy,evening,Tokyo,13
998536,cloudy,night,New York,20
998537,windy,afternoon,Berlin,27
998538,windy,afternoon,Sydney,25
998539,rainy,night,London,14
998540,sunny,afternoon,Tokyo,16
998541,sunny,afternoon,New York,14
998542,cloudy,evening,Tokyo,16
998543,snowy,night,Sydney,22
998544,cloudy,morning,Berlin,17
998545,sunny,morning,London,18
998546,rainy,night,Paris,28
998547,sunny,night,London,10
998548,snowy,afternoon,New York,13
998549,snowy,afternoon,Tokyo,17
998550,rainy,afternoon,London,24
998551,stormy,afternoon,Berlin,15
998552,rainy,evening,Sydney,21
998553,windy,afternoon,London,27
998554,windy,night,London,24
998555,sunny,morning,Berlin,21
998556,rainy,afternoon,Sydney,26
998557,snowy,night,Berlin,22
998558,stormy,night,Berlin,22
998559,windy,afternoon,London,20
998560,sunny,morning,Sydney,29
998561,sunny,night,Sydney,23
998562,sunny,morning,Paris,29
998563,rainy,morning,London,24
998564,snowy,afternoon,Sydney,28
998565,rainy,afternoon,New York,17
998566,sunny,night,Berlin,10
998567,snowy,afternoon,Paris,19
998568,rainy,night,London,18
998569,windy,evening,Berlin,28
998570,stormy,evening,Paris,21
998571,windy,morning,Sydney,10
998572,cloudy,night,Berlin,24
998573,sunny,evening,Paris,12
998574,snowy,evening,Paris,10
998575,sunny,afternoon,Paris,15
998576,stormy,morning,London,24
998577,sunny,morning,London,20
998578,rainy,afternoon,Sydney,14
998579,windy,evening,Sydney,23
998580,snowy,night,Sydney,25
998581,sunny,afternoon,London,20
998582,windy,night,Sydney,28
998583,snowy,morning,Paris,29
998584,stormy,afternoon,New York,22
998585,windy,morning,Berlin,10
998586,windy,afternoon,New York,22
998587,snowy,night,Sydney,12
998588,windy,morning,London,23
998589,snowy,night,Paris,17
998590,cloudy,afternoon,Sydney,12
998591,windy,evening,Tokyo,11
998592,stormy,afternoon,Tokyo,12
998593,sunny,evening,New York,15
998594,snowy,evening,Tokyo,12
998595,rainy,night,Paris,10
998596,stormy,night,Berlin,19
998597,windy,afternoon,Tokyo,13
998598,snowy,evening,Sydney,22
998599,snowy,morning,Tokyo,26
998600,snowy,night,London,29
998601,rainy,night,Tokyo,24
998602,cloudy,morning,London,18
998603,snowy,afternoon,Tokyo,18
998604,cloudy,night,New York,21
998605,stormy,night,London,19
998606,sunny,morning,Sydney,13
998607,sunny,morning,Berlin,15
998608,stormy,evening,Tokyo,25
998609,stormy,afternoon,Sydney,19
998610,sunny,morning,Sydney,18
998611,stormy,morning,Tokyo,25
998612,stormy,morning,Berlin,23
998613,windy,morning,Berlin,23
998614,sunny,evening,Berlin,28
998615,sunny,morning,Tokyo,21
998616,stormy,morning,Sydney,10
998617,sunny,afternoon,Paris,18
998618,rainy,morning,Sydney,27
998619,stormy,afternoon,Tokyo,10
998620,rainy,night,Paris,18
998621,windy,evening,Sydney,23
998622,sunny,evening,Berlin,25
998623,cloudy,afternoon,London,24
998624,windy,morning,Paris,11
998625,stormy,afternoon,Tokyo,19
998626,cloudy,morning,London,10
998627,cloudy,morning,London,14
998628,windy,night,Sydney,23
998629,snowy,evening,Paris,15
998630,snowy,night,Sydney,13
